# utc  lock_present  running_leg  loadavg1
2026-09-01T04:00:50Z yes /root/ob3/llama.cpp 6.03
2026-09-01T04:01:53Z yes /root/ob3/llama.cpp 6.45
2026-09-01T04:02:58Z yes /root/ob3/llama.cpp 6.07
2026-09-01T04:04:04Z yes /root/ob3/llama.cpp 6.33
2026-09-01T04:05:10Z yes /root/ob3/llama.cpp 6.00
2026-09-01T04:06:16Z yes /root/ob3/llama.cpp 5.32
2026-09-01T04:07:21Z yes /root/ob3/llama.cpp 5.99
2026-09-01T04:08:27Z yes /root/ob3/llama.cpp 6.66
2026-09-01T04:09:30Z yes /root/ob3/llama.cpp 7.28
2026-09-01T04:10:36Z yes /root/ob3/llama.cpp 7.50
2026-09-01T04:11:41Z yes /root/ob3/llama.cpp 7.40
2026-09-01T04:12:45Z yes /root/ob3/llama.cpp 7.78
2026-09-01T04:13:47Z yes /root/ob3/llama.cpp 7.14
2026-09-01T04:14:49Z yes /root/ob3/llama.cpp 7.29
2026-09-01T04:15:51Z yes /root/ob3/llama.cpp 7.22
2026-09-01T04:16:52Z yes /root/ob3/llama.cpp 6.33
2026-09-01T04:17:54Z yes /root/ob3/llama.cpp 6.58
2026-09-01T04:18:55Z no none 5.79
2026-09-01T04:19:57Z yes /root/ob4b/llama.cpp 6.41
2026-09-01T04:20:58Z yes /root/ob4b/llama.cpp 8.57
2026-09-01T04:22:00Z yes /root/ob4b/llama.cpp 9.33
2026-09-01T04:23:02Z yes /root/ob4b/llama.cpp 8.96
2026-09-01T04:24:02Z yes /root/ob4b/llama.cpp 8.62
2026-09-01T04:25:04Z yes /root/ob4b/llama.cpp 9.49
2026-09-01T04:26:05Z yes /root/ob4b/llama.cpp 9.86
2026-09-01T04:27:07Z yes /root/ob4b/llama.cpp 9.84
2026-09-01T04:28:08Z yes /root/ob4b/llama.cpp 9.74
2026-09-01T04:29:10Z yes /root/ob4b/llama.cpp 9.08
2026-09-01T04:30:11Z yes /root/ob4b/llama.cpp 8.34
2026-09-01T04:31:13Z yes /root/ob4b/llama.cpp 9.02
2026-09-01T04:32:14Z yes /root/ob4b/llama.cpp 9.08
2026-09-01T04:33:15Z yes /root/ob4b/llama.cpp 9.36
2026-09-01T04:34:17Z yes /root/ob4b/llama.cpp 9.33
2026-09-01T04:35:18Z yes /root/ob4b/llama.cpp 9.24
2026-09-01T04:36:19Z yes /root/ob4b/llama.cpp 9.08
2026-09-01T04:37:21Z yes /root/ob4b/llama.cpp 8.78
2026-09-01T04:38:22Z yes /root/ob4b/llama.cpp 9.06
2026-09-01T04:39:23Z yes /root/ob4b/llama.cpp 9.08
2026-09-01T04:40:25Z no none 7.44
2026-09-01T04:41:26Z no none 2.76
2026-09-01T04:42:26Z yes /root/ob1b/llama.cpp 2.63
2026-09-01T04:43:26Z yes /root/ob1b/llama.cpp 6.23
2026-09-01T04:44:26Z yes /root/ob1b/llama.cpp 7.48
2026-09-01T04:45:26Z yes /root/ob1b/llama.cpp 8.06
2026-09-01T04:46:26Z yes /root/ob1b/llama.cpp 8.29
2026-09-01T04:47:26Z yes /root/ob1b/llama.cpp 8.38
2026-09-01T04:48:26Z yes /root/ob1b/llama.cpp 8.54
2026-09-01T04:49:26Z no none 4.41
2026-09-01T04:50:26Z yes /root/ob1b/llama.cpp 2.58
2026-09-01T04:51:26Z yes /root/ob1b/llama.cpp 6.21
2026-09-01T04:52:26Z yes /root/ob1b/llama.cpp 7.61
2026-09-01T04:53:26Z yes /root/ob1b/llama.cpp 8.02
2026-09-01T04:54:26Z yes /root/ob1b/llama.cpp 8.12
2026-09-01T04:55:26Z yes /root/ob1b/llama.cpp 8.30
2026-09-01T04:56:26Z yes /root/ob1b/llama.cpp 8.38
2026-09-01T04:57:26Z no none 3.33
2026-09-01T04:58:26Z yes /root/ob1b/llama.cpp 2.69
2026-09-01T04:59:26Z yes /root/ob1b/llama.cpp 4.21
2026-09-01T05:00:26Z yes /root/ob1b/llama.cpp 4.92
2026-09-01T05:01:26Z yes /root/ob1b/llama.cpp 5.40
2026-09-01T05:02:26Z yes /root/ob1b/llama.cpp 5.78
2026-09-01T05:03:26Z yes /root/ob1b/llama.cpp 6.01
2026-09-01T05:04:26Z yes /root/ob1b/llama.cpp 5.26
2026-09-01T05:05:26Z yes /root/ob1b/llama.cpp 5.76
2026-09-01T05:06:26Z yes /root/ob1b/llama.cpp 5.73
2026-09-01T05:07:26Z yes /root/ob1b/llama.cpp 5.35
2026-09-01T05:08:26Z yes /root/ob1b/llama.cpp 5.54
2026-09-01T05:09:26Z yes /root/ob1b/llama.cpp 5.51
2026-09-01T05:10:26Z yes /root/ob1b/llama.cpp 5.38
2026-09-01T05:11:26Z yes /root/ob1b/llama.cpp 5.94
2026-09-01T05:12:26Z yes /root/ob1b/llama.cpp 6.26
2026-09-01T05:13:26Z yes /root/ob1b/llama.cpp 4.84
2026-09-01T05:14:26Z no none 2.06
2026-09-01T05:15:26Z yes /root/ob1b/llama.cpp 3.55
2026-09-01T05:16:26Z yes /root/ob1b/llama.cpp 4.77
2026-09-01T05:17:26Z yes /root/ob1b/llama.cpp 5.76
2026-09-01T05:18:26Z yes /root/ob1b/llama.cpp 6.00
2026-09-01T05:19:27Z yes /root/ob1b/llama.cpp 6.06
2026-09-01T05:20:27Z yes /root/ob1b/llama.cpp 5.87
2026-09-01T05:21:27Z yes /root/ob1b/llama.cpp 5.23
2026-09-01T05:22:27Z yes /root/ob1b/llama.cpp 5.78
2026-09-01T05:23:27Z yes /root/ob1b/llama.cpp 5.95
2026-09-01T05:24:27Z yes /root/ob1b/llama.cpp 5.71
2026-09-01T05:25:27Z yes /root/ob1b/llama.cpp 5.11
2026-09-01T05:26:27Z yes /root/ob1b/llama.cpp 5.20
2026-09-01T05:27:27Z yes /root/ob1b/llama.cpp 4.82
2026-09-01T05:28:27Z yes /root/ob1b/llama.cpp 5.61
2026-09-01T05:29:27Z yes /root/ob1b/llama.cpp 5.08
2026-09-01T05:30:27Z no none 4.50
2026-09-01T05:31:27Z no none 1.69
2026-09-01T05:32:27Z yes /root/ob1b/llama.cpp 3.99
2026-09-01T05:33:27Z yes /root/ob1b/llama.cpp 5.30
2026-09-01T05:34:27Z yes /root/ob1b/llama.cpp 5.25
2026-09-01T05:35:27Z yes /root/ob1b/llama.cpp 5.79
2026-09-01T05:36:27Z yes /root/ob1b/llama.cpp 6.01
2026-09-01T05:37:27Z yes /root/ob1b/llama.cpp 6.51
2026-09-01T05:38:27Z yes /root/ob1b/llama.cpp 6.49
2026-09-01T05:39:27Z yes /root/ob1b/llama.cpp 6.06
2026-09-01T05:40:27Z yes /root/ob1b/llama.cpp 6.14
2026-09-01T05:41:27Z yes /root/ob1b/llama.cpp 5.87
2026-09-01T05:42:27Z yes /root/ob1b/llama.cpp 6.93
2026-09-01T05:43:27Z yes /root/ob1b/llama.cpp 6.65
2026-09-01T05:44:27Z yes /root/ob1b/llama.cpp 5.59
2026-09-01T05:45:27Z yes /root/ob1b/llama.cpp 5.62
2026-09-01T05:46:27Z yes /root/ob1b/llama.cpp 5.99
2026-09-01T05:47:27Z yes /root/ob1b/llama.cpp 6.09
2026-09-01T05:48:27Z no none 2.23
2026-09-01T05:49:27Z yes /root/ob1b/llama.cpp 4.45
2026-09-01T05:50:27Z yes /root/ob1b/llama.cpp 4.95
2026-09-01T05:51:27Z yes /root/ob1b/llama.cpp 4.96
2026-09-01T05:52:27Z yes /root/ob1b/llama.cpp 5.43
2026-09-01T05:53:27Z yes /root/ob1b/llama.cpp 5.99
2026-09-01T05:54:27Z yes /root/ob1b/llama.cpp 5.66
2026-09-01T05:55:27Z yes /root/ob1b/llama.cpp 6.27
2026-09-01T05:56:27Z yes /root/ob1b/llama.cpp 6.29
2026-09-01T05:57:27Z yes /root/ob1b/llama.cpp 6.16
2026-09-01T05:58:27Z yes /root/ob1b/llama.cpp 6.52
2026-09-01T05:59:27Z yes /root/ob1b/llama.cpp 5.81
2026-09-01T06:00:27Z yes /root/ob1b/llama.cpp 5.18
2026-09-01T06:01:27Z yes /root/ob1b/llama.cpp 5.60
2026-09-01T06:02:27Z yes /root/ob1b/llama.cpp 6.14
2026-09-01T06:03:27Z yes /root/ob1b/llama.cpp 5.05
2026-09-01T06:04:27Z no none 2.69
2026-09-01T06:05:27Z yes /root/ob1b/llama.cpp 3.33
2026-09-01T06:06:27Z yes /root/ob1b/llama.cpp 4.14
2026-09-01T06:07:27Z yes /root/ob1b/llama.cpp 5.49
2026-09-01T06:08:27Z yes /root/ob1b/llama.cpp 5.04
2026-09-01T06:09:27Z yes /root/ob1b/llama.cpp 5.46
2026-09-01T06:10:27Z yes /root/ob1b/llama.cpp 5.67
2026-09-01T06:11:27Z yes /root/ob1b/llama.cpp 5.69
2026-09-01T06:12:27Z yes /root/ob1b/llama.cpp 5.83
2026-09-01T06:13:27Z yes /root/ob1b/llama.cpp 6.58
2026-09-01T06:14:27Z yes /root/ob1b/llama.cpp 5.73
2026-09-01T06:15:27Z yes /root/ob1b/llama.cpp 5.47
2026-09-01T06:16:27Z yes /root/ob1b/llama.cpp 6.11
2026-09-01T06:17:27Z yes /root/ob1b/llama.cpp 5.83
2026-09-01T06:18:27Z yes /root/ob1b/llama.cpp 5.37
2026-09-01T06:19:27Z yes /root/ob1b/llama.cpp 5.98
2026-09-01T06:20:27Z no none 4.83
2026-09-01T06:21:27Z no none 1.77
2026-09-01T06:22:27Z no none 0.65
2026-09-01T06:23:27Z no none 0.24
2026-09-01T06:24:27Z no none 0.08
